Name,Birthday,Height,Weight,Season,Team Name,Team Short Name,Preferred Foot,Appearances in Starting XI,Goals,Nationality,Transfer Value,Wage,PlayerPhoto,ClubLogo
Ronald Zubar, 20 September 1985,185 cm,196 lbs,2011/2012,Wolverhampton,WOL,Right,14,1,,,,,https://cdn.sofifa.org/1x/18/teams/110.png
Ronnie Stam, 18 June 1984,177 cm,154 lbs,2011/2012,Wigan Athletic,WIG,Right,13,0,,,,,https://cdn.sofifa.org/1x/18/teams/1917.png
Ronnie Stam, 18 June 1984,177 cm,154 lbs,2012/2013,Wigan Athletic,WIG,Right,11,0,,,,,https://cdn.sofifa.org/1x/18/teams/1917.png
Rory Delap, 6 July 1976,182 cm,165 lbs,2011/2012,Stoke City,STK,Right,18,2,,,,,https://cdn.sofifa.org/1x/18/teams/1806.png
Ross Turnbull, 4 January 1985,193 cm,187 lbs,2011/2012,Chelsea,CHE,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Ross Turnbull, 4 January 1985,193 cm,187 lbs,2012/2013,Chelsea,CHE,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Royston Drenthe, 8 April 1987,167 cm,172 lbs,2011/2012,Everton,EVE,Left,10,3,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Ruben Rochina, 23 March 1991,182 cm,168 lbs,2011/2012,Blackburn Rovers,BLB,Left,9,2,,,,,https://cdn.sofifa.org/1x/18/teams/3.png
Ryan Giggs, 29 November 1973,177 cm,157 lbs,2011/2012,Manchester United,MUN,Left,14,2,,,,,https://cdn.sofifa.org/1x/18/teams/11.png
Ryan Giggs, 29 November 1973,177 cm,157 lbs,2012/2013,Manchester United,MUN,Left,12,2,,,,,https://cdn.sofifa.org/1x/18/teams/11.png
Ryan Giggs, 29 November 1973,177 cm,157 lbs,2013/2014,Manchester United,MUN,Left,6,0,,,,,https://cdn.sofifa.org/1x/18/teams/11.png
Ryan Nelsen, 18 October 1977,182 cm,198 lbs,2011/2012,Blackburn Rovers,BLB,Right,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/3.png
Ryan Nelsen, 18 October 1977,182 cm,198 lbs,2012/2013,Queens Park Rangers,QPR,Right,21,1,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Sadio Mane, 10 April 1992,175 cm,165 lbs,2014/2015,Southampton,SOU,Right,24,10,,,,,https://cdn.sofifa.org/1x/18/teams/17.png
Sadio Mane, 10 April 1992,175 cm,165 lbs,2015/2016,Southampton,SOU,Right,30,11,,,,,https://cdn.sofifa.org/1x/18/teams/17.png
Salif Diao, 10 February 1977,182 cm,161 lbs,2011/2012,Stoke City,STK,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/1806.png
Samba Diakite, 24 January 1989,185 cm,168 lbs,2011/2012,Queens Park Rangers,QPR,Right,9,1,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Samba Diakite, 24 January 1989,185 cm,168 lbs,2012/2013,Queens Park Rangers,QPR,Right,11,0,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Samuel Ricketts, 11 October 1981,185 cm,170 lbs,2011/2012,Bolton Wanderers,BOL,Right,20,1,,,,,https://cdn.sofifa.org/1x/18/teams/4.png
Sandro, 15 March 1989,187 cm,165 lbs,2011/2012,Tottenham Hotspur,TOT,Right,17,0,,,,,https://cdn.sofifa.org/1x/18/teams/18.png
Sandro, 15 March 1989,187 cm,165 lbs,2012/2013,Tottenham Hotspur,TOT,Right,22,1,,,,,https://cdn.sofifa.org/1x/18/teams/18.png
Sandro, 15 March 1989,187 cm,165 lbs,2013/2014,Tottenham Hotspur,TOT,Right,10,1,,,,,https://cdn.sofifa.org/1x/18/teams/18.png
Sandro, 15 March 1989,187 cm,165 lbs,2015/2016,West Bromwich Albion,WBA,Right,5,0,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Sandro, 15 March 1989,187 cm,165 lbs,2014/2015,Queens Park Rangers,QPR,Right,17,1,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Santi Cazorla, 13 December 1984,167 cm,146 lbs,2012/2013,Arsenal,ARS,Right,37,12,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Santi Cazorla, 13 December 1984,167 cm,146 lbs,2013/2014,Arsenal,ARS,Right,30,4,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Santi Cazorla, 13 December 1984,167 cm,146 lbs,2014/2015,Arsenal,ARS,Right,33,7,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Santi Cazorla, 13 December 1984,167 cm,146 lbs,2015/2016,Arsenal,ARS,Right,15,0,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Sascha Riether, 23 March 1983,175 cm,154 lbs,2012/2013,Fulham,FUL,Right,35,1,,,,,https://cdn.sofifa.org/1x/18/teams/144.png
Sascha Riether, 23 March 1983,175 cm,154 lbs,2013/2014,Fulham,FUL,Right,30,0,,,,,https://cdn.sofifa.org/1x/18/teams/144.png
Sebastian Proedl, 21 June 1987,193 cm,203 lbs,2015/2016,Watford,WAT,Right,19,2,,,,,https://cdn.sofifa.org/1x/18/teams/1795.png
Sebastien Bassong, 9 July 1986,187 cm,161 lbs,2011/2012,Tottenham Hotspur,TOT,Left,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/18.png
Sebastien Bassong, 9 July 1986,187 cm,161 lbs,2011/2012,Wolverhampton,WOL,Left,9,0,,,,,https://cdn.sofifa.org/1x/18/teams/110.png
Sebastien Bassong, 9 July 1986,187 cm,161 lbs,2012/2013,Norwich City,NOR,Left,34,3,,,,,https://cdn.sofifa.org/1x/18/teams/1792.png
Sebastien Bassong, 9 July 1986,187 cm,161 lbs,2013/2014,Norwich City,NOR,Left,27,0,,,,,https://cdn.sofifa.org/1x/18/teams/1792.png
Sebastien Bassong, 9 July 1986,187 cm,161 lbs,2015/2016,Norwich City,NOR,Left,30,1,,,,,https://cdn.sofifa.org/1x/18/teams/1792.png
Sergio Aguero, 2 June 1988,172 cm,163 lbs,2011/2012,Manchester City,MCI,Right,31,23,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Sergio Aguero, 2 June 1988,172 cm,163 lbs,2012/2013,Manchester City,MCI,Right,22,12,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Sergio Aguero, 2 June 1988,172 cm,163 lbs,2013/2014,Manchester City,MCI,Right,20,17,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Sergio Aguero, 2 June 1988,172 cm,163 lbs,2014/2015,Manchester City,MCI,Right,30,26,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Sergio Aguero, 2 June 1988,172 cm,163 lbs,2015/2016,Manchester City,MCI,Right,29,24,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Shaun Derry, 6 December 1977,182 cm,181 lbs,2011/2012,Queens Park Rangers,QPR,Right,28,1,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Shaun Derry, 6 December 1977,182 cm,181 lbs,2012/2013,Queens Park Rangers,QPR,Right,10,0,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Shaun Maloney, 24 January 1983,170 cm,152 lbs,2011/2012,Wigan Athletic,WIG,Right,8,3,,,,,https://cdn.sofifa.org/1x/18/teams/1917.png
Shaun Maloney, 24 January 1983,170 cm,152 lbs,2012/2013,Wigan Athletic,WIG,Right,34,6,,,,,https://cdn.sofifa.org/1x/18/teams/1917.png
Shaun Wright-Phillips, 25 October 1981,165 cm,141 lbs,2011/2012,Queens Park Rangers,QPR,Right,24,0,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Shaun Wright-Phillips, 25 October 1981,165 cm,141 lbs,2012/2013,Queens Park Rangers,QPR,Right,14,1,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Shaun Wright-Phillips, 25 October 1981,165 cm,141 lbs,2014/2015,Queens Park Rangers,QPR,Right,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Shay Given, 20 April 1976,185 cm,185 lbs,2015/2016,Stoke City,STK,Right,3,0,,,,,https://cdn.sofifa.org/1x/18/teams/1806.png
Shay Given, 20 April 1976,185 cm,185 lbs,2011/2012,Aston Villa,AVL,Right,32,0,,,,,https://cdn.sofifa.org/1x/18/teams/2.png
Shay Given, 20 April 1976,185 cm,185 lbs,2012/2013,Aston Villa,AVL,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/2.png
Shay Given, 20 April 1976,185 cm,185 lbs,2014/2015,Aston Villa,AVL,Right,3,0,,,,,https://cdn.sofifa.org/1x/18/teams/2.png
Siem de Jong, 28 January 1989,185 cm,176 lbs,2014/2015,Newcastle United,NEW,Right,1,1,,,,,https://cdn.sofifa.org/1x/18/teams/13.png
Siem de Jong, 28 January 1989,185 cm,176 lbs,2015/2016,Newcastle United,NEW,Right,3,0,,,,,https://cdn.sofifa.org/1x/18/teams/13.png
Silvestre Varela, 2 February 1985,177 cm,174 lbs,2014/2015,West Bromwich Albion,WBA,Right,3,0,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Simon Lappin, 25 January 1983,180 cm,132 lbs,2011/2012,Norwich City,NOR,Left,4,0,,,,,https://cdn.sofifa.org/1x/18/teams/1792.png
Simon Vukcevic, 29 January 1986,180 cm,179 lbs,2011/2012,Blackburn Rovers,BLB,Left,4,1,,,,,https://cdn.sofifa.org/1x/18/teams/3.png
Somen Tchoyi, 29 March 1983,190 cm,194 lbs,2011/2012,West Bromwich Albion,WBA,Right,6,1,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Sotirios Kyrgiakos, 23 July 1979,193 cm,194 lbs,2011/2012,Sunderland,SUN,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/106.png
Stanislav Manolev, 16 December 1985,185 cm,174 lbs,2012/2013,Fulham,FUL,Right,4,0,,,,,https://cdn.sofifa.org/1x/18/teams/144.png
Stefan Savic, 8 January 1991,185 cm,161 lbs,2011/2012,Manchester City,MCI,Right,5,1,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Stephane M'Bia, 20 May 1986,187 cm,181 lbs,2012/2013,Queens Park Rangers,QPR,Right,29,0,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Stephen Dobbie, 5 December 1982,172 cm,143 lbs,2013/2014,Crystal Palace,CRY,Right,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/1799.png
Stephen Dobbie, 5 December 1982,172 cm,143 lbs,2011/2012,Swansea City,SWA,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/1960.png
Stephen Hunt, 1 August 1981,172 cm,159 lbs,2011/2012,Wolverhampton,WOL,Left,16,3,,,,,https://cdn.sofifa.org/1x/18/teams/110.png
Stevan Jovetic, 2 November 1989,182 cm,174 lbs,2013/2014,Manchester City,MCI,Right,2,3,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Stevan Jovetic, 2 November 1989,182 cm,174 lbs,2014/2015,Manchester City,MCI,Right,9,5,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Steve Gohouri, 8 February 1981,187 cm,194 lbs,2011/2012,Wigan Athletic,WIG,Left,8,0,,,,,https://cdn.sofifa.org/1x/18/teams/1917.png
Steve Harper, 14 March 1975,187 cm,201 lbs,2013/2014,Hull City,HUL,Right,11,0,,,,,https://cdn.sofifa.org/1x/18/teams/1952.png
Steve Harper, 14 March 1975,187 cm,201 lbs,2014/2015,Hull City,HUL,Right,10,0,,,,,https://cdn.sofifa.org/1x/18/teams/1952.png
Steve Harper, 14 March 1975,187 cm,201 lbs,2012/2013,Newcastle United,NEW,Right,5,0,,,,,https://cdn.sofifa.org/1x/18/teams/13.png
Steven Gerrard, 30 May 1980,182 cm,183 lbs,2011/2012,Liverpool,LIV,Right,12,5,,,,,https://cdn.sofifa.org/1x/18/teams/9.png
Steven Gerrard, 30 May 1980,182 cm,183 lbs,2012/2013,Liverpool,LIV,Right,36,9,,,,,https://cdn.sofifa.org/1x/18/teams/9.png
Steven Gerrard, 30 May 1980,182 cm,183 lbs,2013/2014,Liverpool,LIV,Right,33,13,,,,,https://cdn.sofifa.org/1x/18/teams/9.png
Steven Gerrard, 30 May 1980,182 cm,183 lbs,2014/2015,Liverpool,LIV,Right,25,9,,,,,https://cdn.sofifa.org/1x/18/teams/9.png
Steven Nzonzi, 15 December 1988,190 cm,165 lbs,2011/2012,Blackburn Rovers,BLB,Right,31,2,,,,,https://cdn.sofifa.org/1x/18/teams/3.png
Steven Nzonzi, 15 December 1988,190 cm,165 lbs,2012/2013,Stoke City,STK,Right,35,1,,,,,https://cdn.sofifa.org/1x/18/teams/1806.png
Steven Nzonzi, 15 December 1988,190 cm,165 lbs,2013/2014,Stoke City,STK,Right,34,2,,,,,https://cdn.sofifa.org/1x/18/teams/1806.png
Steven Nzonzi, 15 December 1988,190 cm,165 lbs,2014/2015,Stoke City,STK,Right,38,3,,,,,https://cdn.sofifa.org/1x/18/teams/1806.png
Steven Pienaar, 17 March 1982,170 cm,146 lbs,2011/2012,Everton,EVE,Right,14,4,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Steven Pienaar, 17 March 1982,170 cm,146 lbs,2012/2013,Everton,EVE,Right,35,6,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Steven Pienaar, 17 March 1982,170 cm,146 lbs,2013/2014,Everton,EVE,Right,19,1,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Steven Pienaar, 17 March 1982,170 cm,146 lbs,2014/2015,Everton,EVE,Right,3,0,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Steven Reid, 10 March 1981,180 cm,192 lbs,2014/2015,Burnley,BUR,Right,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/1796.png
Steven Reid, 10 March 1981,180 cm,192 lbs,2011/2012,West Bromwich Albion,WBA,Right,21,1,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Steven Reid, 10 March 1981,180 cm,192 lbs,2012/2013,West Bromwich Albion,WBA,Right,11,0,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Steven Reid, 10 March 1981,180 cm,192 lbs,2013/2014,West Bromwich Albion,WBA,Right,16,0,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Suk-Young Yun, 13 February 1990,182 cm,163 lbs,2014/2015,Queens Park Rangers,QPR,Left,19,0,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Sung-Yueng Ki, 24 January 1989,185 cm,165 lbs,2013/2014,Sunderland,SUN,Right,25,3,,,,,https://cdn.sofifa.org/1x/18/teams/106.png
Sung-Yueng Ki, 24 January 1989,185 cm,165 lbs,2012/2013,Swansea City,SWA,Right,20,0,,,,,https://cdn.sofifa.org/1x/18/teams/1960.png
Sung-Yueng Ki, 24 January 1989,185 cm,165 lbs,2014/2015,Swansea City,SWA,Right,30,8,,,,,https://cdn.sofifa.org/1x/18/teams/1960.png
Sung-Yueng Ki, 24 January 1989,185 cm,165 lbs,2015/2016,Swansea City,SWA,Right,21,2,,,,,https://cdn.sofifa.org/1x/18/teams/1960.png
Suso, 19 November 1993,175 cm,154 lbs,2012/2013,Liverpool,LIV,Left,8,0,,,,,https://cdn.sofifa.org/1x/18/teams/9.png
Sylvain Distin, 16 December 1977,193 cm,194 lbs,2011/2012,Everton,EVE,Left,24,0,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Sylvain Distin, 16 December 1977,193 cm,194 lbs,2012/2013,Everton,EVE,Left,31,0,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Sylvain Distin, 16 December 1977,193 cm,194 lbs,2013/2014,Everton,EVE,Left,33,0,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Sylvain Distin, 16 December 1977,193 cm,194 lbs,2014/2015,Everton,EVE,Left,12,0,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Sylvain Distin, 16 December 1977,193 cm,194 lbs,2015/2016,Bournemouth,BOU,Left,9,0,,,,,https://cdn.sofifa.org/1x/18/teams/1943.png
Sylvan Ebanks-Blake, 29 March 1986,172 cm,203 lbs,2011/2012,Wolverhampton,WOL,Right,8,1,,,,,https://cdn.sofifa.org/1x/18/teams/110.png
Tal Ben Haim, 31 March 1982,182 cm,181 lbs,2012/2013,Queens Park Rangers,QPR,Left,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Thomas Hitzlsperger, 5 April 1982,182 cm,181 lbs,2012/2013,Everton,EVE,Left,4,0,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Thomas Robson, 11 September 1995,177 cm,165 lbs,2015/2016,Sunderland,SUN,Left,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/106.png
Thomas Sorensen, 12 June 1976,195 cm,196 lbs,2011/2012,Stoke City,STK,Right,16,0,,,,,https://cdn.sofifa.org/1x/18/teams/1806.png
Thomas Sorensen, 12 June 1976,195 cm,196 lbs,2013/2014,Stoke City,STK,Right,4,0,,,,,https://cdn.sofifa.org/1x/18/teams/1806.png
Titus Bramble, 31 July 1981,185 cm,190 lbs,2011/2012,Sunderland,SUN,Right,8,1,,,,,https://cdn.sofifa.org/1x/18/teams/106.png
Titus Bramble, 31 July 1981,185 cm,190 lbs,2012/2013,Sunderland,SUN,Right,12,0,,,,,https://cdn.sofifa.org/1x/18/teams/106.png
Tomas Rosicky, 4 October 1980,177 cm,143 lbs,2011/2012,Arsenal,ARS,Right,19,1,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Tomas Rosicky, 4 October 1980,177 cm,143 lbs,2012/2013,Arsenal,ARS,Right,7,2,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Tomas Rosicky, 4 October 1980,177 cm,143 lbs,2013/2014,Arsenal,ARS,Right,17,2,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Tomas Rosicky, 4 October 1980,177 cm,143 lbs,2014/2015,Arsenal,ARS,Right,5,2,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Tony Hibbert, 20 February 1981,172 cm,157 lbs,2011/2012,Everton,EVE,Right,31,0,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Tony Hibbert, 20 February 1981,172 cm,157 lbs,2012/2013,Everton,EVE,Right,4,0,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Tony Hibbert, 20 February 1981,172 cm,157 lbs,2014/2015,Everton,EVE,Right,4,0,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Troy Deeney, 29 June 1988,182 cm,198 lbs,2015/2016,Watford,WAT,Right,36,13,,,,,https://cdn.sofifa.org/1x/18/teams/1795.png
Tuncay Sanli, 16 January 1982,182 cm,154 lbs,2011/2012,Bolton Wanderers,BOL,Right,3,0,,,,,https://cdn.sofifa.org/1x/18/teams/4.png
Vadis Odjidja-Ofoe, 21 February 1989,185 cm,201 lbs,2015/2016,Norwich City,NOR,Right,3,0,,,,,https://cdn.sofifa.org/1x/18/teams/1792.png
Valentin Roberge, 9 June 1987,185 cm,161 lbs,2013/2014,Sunderland,SUN,Left,7,0,,,,,https://cdn.sofifa.org/1x/18/teams/106.png
Valentin Roberge, 9 June 1987,185 cm,161 lbs,2014/2015,Sunderland,SUN,Left,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/106.png
Vedran Corluka, 5 February 1986,193 cm,185 lbs,2011/2012,Tottenham Hotspur,TOT,Right,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/18.png
Victor Anichebe, 23 April 1988,185 cm,176 lbs,2013/2014,West Bromwich Albion,WBA,Right,11,3,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Victor Anichebe, 23 April 1988,185 cm,176 lbs,2014/2015,West Bromwich Albion,WBA,Right,11,3,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Victor Anichebe, 23 April 1988,185 cm,176 lbs,2015/2016,West Bromwich Albion,WBA,Right,3,0,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Victor Anichebe, 23 April 1988,185 cm,176 lbs,2011/2012,Everton,EVE,Right,5,5,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Victor Anichebe, 23 April 1988,185 cm,176 lbs,2012/2013,Everton,EVE,Right,19,6,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Victor Valdes, 14 January 1982,182 cm,172 lbs,2014/2015,Manchester United,MUN,Right,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/11.png
Virgil van Dijk, 8 July 1991,193 cm,203 lbs,2015/2016,Southampton,SOU,Right,34,3,,,,,https://cdn.sofifa.org/1x/18/teams/17.png
Vlad Chiriches, 14 November 1989,182 cm,165 lbs,2013/2014,Tottenham Hotspur,TOT,Right,16,1,,,,,https://cdn.sofifa.org/1x/18/teams/18.png
Vlad Chiriches, 14 November 1989,182 cm,165 lbs,2014/2015,Tottenham Hotspur,TOT,Right,8,0,,,,,https://cdn.sofifa.org/1x/18/teams/18.png
Wahbi Khazri, 8 February 1991,182 cm,168 lbs,2015/2016,Sunderland,SUN,Right,13,2,,,,,https://cdn.sofifa.org/1x/18/teams/106.png
Wayne Bridge, 5 August 1980,180 cm,176 lbs,2011/2012,Sunderland,SUN,Left,3,0,,,,,https://cdn.sofifa.org/1x/18/teams/106.png
William Gallas, 17 August 1977,182 cm,183 lbs,2011/2012,Tottenham Hotspur,TOT,Right,15,0,,,,,https://cdn.sofifa.org/1x/18/teams/18.png
William Gallas, 17 August 1977,182 cm,183 lbs,2012/2013,Tottenham Hotspur,TOT,Right,16,1,,,,,https://cdn.sofifa.org/1x/18/teams/18.png
Willian, 9 August 1988,175 cm,165 lbs,2013/2014,Chelsea,CHE,Right,18,4,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Willian, 9 August 1988,175 cm,165 lbs,2014/2015,Chelsea,CHE,Right,28,2,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Willian, 9 August 1988,175 cm,165 lbs,2015/2016,Chelsea,CHE,Right,32,5,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Wilson Palacios, 29 July 1984,177 cm,157 lbs,2011/2012,Stoke City,STK,Right,9,0,,,,,https://cdn.sofifa.org/1x/18/teams/1806.png
Wilson Palacios, 29 July 1984,177 cm,157 lbs,2013/2014,Stoke City,STK,Right,5,0,,,,,https://cdn.sofifa.org/1x/18/teams/1806.png
Wojciech Szczesny, 18 April 1990,195 cm,185 lbs,2011/2012,Arsenal,ARS,Right,38,0,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Wojciech Szczesny, 18 April 1990,195 cm,185 lbs,2012/2013,Arsenal,ARS,Right,25,0,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Wojciech Szczesny, 18 April 1990,195 cm,185 lbs,2013/2014,Arsenal,ARS,Right,37,0,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Wojciech Szczesny, 18 April 1990,195 cm,185 lbs,2014/2015,Arsenal,ARS,Right,17,0,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Yannick Sagbo, 12 April 1988,182 cm,194 lbs,2013/2014,Hull City,HUL,Right,16,2,,,,,https://cdn.sofifa.org/1x/18/teams/1952.png
Yaya Toure, 13 May 1983,187 cm,198 lbs,2011/2012,Manchester City,MCI,Right,31,6,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Yaya Toure, 13 May 1983,187 cm,198 lbs,2012/2013,Manchester City,MCI,Right,32,6,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Yaya Toure, 13 May 1983,187 cm,198 lbs,2013/2014,Manchester City,MCI,Right,35,20,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Yaya Toure, 13 May 1983,187 cm,198 lbs,2014/2015,Manchester City,MCI,Right,27,10,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Yaya Toure, 13 May 1983,187 cm,198 lbs,2015/2016,Manchester City,MCI,Right,28,6,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Yossi Benayoun, 5 May 1980,177 cm,154 lbs,2012/2013,West Ham United,WHU,Right,4,0,,,,,https://cdn.sofifa.org/1x/18/teams/19.png
Yossi Benayoun, 5 May 1980,177 cm,154 lbs,2011/2012,Arsenal,ARS,Right,10,4,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Youssuf Mulumbu, 25 January 1987,177 cm,168 lbs,2011/2012,West Bromwich Albion,WBA,Right,34,1,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Youssuf Mulumbu, 25 January 1987,177 cm,168 lbs,2012/2013,West Bromwich Albion,WBA,Right,28,2,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Youssuf Mulumbu, 25 January 1987,177 cm,168 lbs,2013/2014,West Bromwich Albion,WBA,Right,33,2,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Youssuf Mulumbu, 25 January 1987,177 cm,168 lbs,2014/2015,West Bromwich Albion,WBA,Right,10,0,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Youssuf Mulumbu, 25 January 1987,177 cm,168 lbs,2015/2016,Norwich City,NOR,Right,5,0,,,,,https://cdn.sofifa.org/1x/18/teams/1792.png
Zak Whitbread, 10 January 1984,187 cm,172 lbs,2011/2012,Norwich City,NOR,Left,18,0,,,,,https://cdn.sofifa.org/1x/18/teams/1792.png
Zatyiah Knight, 31 March 1987,182 cm,161 lbs,2011/2012,Bolton Wanderers,BOL,Left,21,0,,,,,https://cdn.sofifa.org/1x/18/teams/4.png
Zdenek Grygera, 14 May 1980,185 cm,172 lbs,2011/2012,Fulham,FUL,Right,5,0,,,,,https://cdn.sofifa.org/1x/18/teams/144.png
Mehdi Abeid, 6 August 1992,180 cm,174 lbs,2014/2015,Newcastle United,NEW,Right,7,0,Algeria,€3M,€12K,https://cdn.sofifa.org/1x/18/players/188600.png,https://cdn.sofifa.org/1x/18/teams/13.png
Nabil Bentaleb, 24 November 1994,187 cm,150 lbs,2013/2014,Tottenham Hotspur,TOT,Left,11,0,Algeria,€19.5M,€42K,https://cdn.sofifa.org/1x/18/players/213296.png,https://cdn.sofifa.org/1x/18/teams/18.png
Nabil Bentaleb, 24 November 1994,187 cm,150 lbs,2014/2015,Tottenham Hotspur,TOT,Left,25,0,Algeria,€19.5M,€42K,https://cdn.sofifa.org/1x/18/players/213296.png,https://cdn.sofifa.org/1x/18/teams/18.png
Nabil Bentaleb, 24 November 1994,187 cm,150 lbs,2015/2016,Tottenham Hotspur,TOT,Left,2,0,Algeria,€19.5M,€42K,https://cdn.sofifa.org/1x/18/players/213296.png,https://cdn.sofifa.org/1x/18/teams/18.png
Riyad Mahrez, 21 February 1991,177 cm,137 lbs,2014/2015,Leicester City,LEI,Left,25,4,Algeria,€30.5M,€88K,https://cdn.sofifa.org/1x/18/players/204485.png,https://cdn.sofifa.org/1x/18/teams/95.png
Riyad Mahrez, 21 February 1991,177 cm,137 lbs,2015/2016,Leicester City,LEI,Left,36,17,Algeria,€30.5M,€88K,https://cdn.sofifa.org/1x/18/players/204485.png,https://cdn.sofifa.org/1x/18/teams/95.png
Claudio Yacob, 18 July 1987,180 cm,161 lbs,2012/2013,West Bromwich Albion,WBA,Right,29,0,Argentina,€10M,€78K,https://cdn.sofifa.org/1x/18/players/183893.png,https://cdn.sofifa.org/1x/18/teams/109.png
Claudio Yacob, 18 July 1987,180 cm,161 lbs,2013/2014,West Bromwich Albion,WBA,Right,22,1,Argentina,€10M,€78K,https://cdn.sofifa.org/1x/18/players/183893.png,https://cdn.sofifa.org/1x/18/teams/109.png
Claudio Yacob, 18 July 1987,180 cm,161 lbs,2014/2015,West Bromwich Albion,WBA,Right,16,0,Argentina,€10M,€78K,https://cdn.sofifa.org/1x/18/players/183893.png,https://cdn.sofifa.org/1x/18/teams/109.png
